sample,population,count,total_count,percentage
sample00128,b_cell,10257,102875,9.97
sample00128,cd8_t_cell,31155,102875,30.28
sample00128,cd4_t_cell,24291,102875,23.61
sample00128,nk_cell,16425,102875,15.97
sample00128,monocyte,20747,102875,20.17
sample00129,b_cell,8578,97799,8.77
sample00129,cd8_t_cell,24695,97799,25.25
sample00129,cd4_t_cell,33812,97799,34.57
sample00129,nk_cell,12222,97799,12.5
sample00129,monocyte,18492,97799,18.91
sample00130,b_cell,9491,110509,8.59
sample00130,cd8_t_cell,20874,110509,18.89
sample00130,cd4_t_cell,29379,110509,26.59
sample00130,nk_cell,29957,110509,27.11
sample00130,monocyte,20808,110509,18.83
sample00131,b_cell,13475,94983,14.19
sample00131,cd8_t_cell,19647,94983,20.68
sample00131,cd4_t_cell,33782,94983,35.57
sample00131,nk_cell,12269,94983,12.92
sample00131,monocyte,15810,94983,16.65
sample00132,b_cell,12071,104383,11.56
sample00132,cd8_t_cell,22953,104383,21.99
sample00132,cd4_t_cell,37366,104383,35.8
sample00132,nk_cell,10838,104383,10.38
sample00132,monocyte,21155,104383,20.27
sample00133,b_cell,8998,103248,8.71
sample00133,cd8_t_cell,30577,103248,29.62
sample00133,cd4_t_cell,39154,103248,37.92
sample00133,nk_cell,8310,103248,8.05
sample00133,monocyte,16209,103248,15.7
sample00134,b_cell,5345,94929,5.63
sample00134,cd8_t_cell,19854,94929,20.91
sample00134,cd4_t_cell,21093,94929,22.22
sample00134,nk_cell,19431,94929,20.47
sample00134,monocyte,29206,94929,30.77
sample00135,b_cell,6364,111728,5.7
sample00135,cd8_t_cell,30479,111728,27.28
sample00135,cd4_t_cell,33379,111728,29.88
sample00135,nk_cell,21472,111728,19.22
sample00135,monocyte,20034,111728,17.93
sample00136,b_cell,9477,105539,8.98
sample00136,cd8_t_cell,24510,105539,23.22
sample00136,cd4_t_cell,36775,105539,34.84
sample00136,nk_cell,15303,105539,14.5
sample00136,monocyte,19474,105539,18.45
sample00137,b_cell,13112,103610,12.66
sample00137,cd8_t_cell,27662,103610,26.7
sample00137,cd4_t_cell,34563,103610,33.36
sample00137,nk_cell,9519,103610,9.19
sample00137,monocyte,18754,103610,18.1
sample00138,b_cell,10705,93142,11.49
sample00138,cd8_t_cell,24949,93142,26.79
sample00138,cd4_t_cell,26058,93142,27.98
sample00138,nk_cell,14575,93142,15.65
sample00138,monocyte,16855,93142,18.1
sample00139,b_cell,8256,98502,8.38
sample00139,cd8_t_cell,27913,98502,28.34
sample00139,cd4_t_cell,32718,98502,33.22
sample00139,nk_cell,13985,98502,14.2
sample00139,monocyte,15630,98502,15.87
sample00140,b_cell,10349,94698,10.93
sample00140,cd8_t_cell,26253,94698,27.72
sample00140,cd4_t_cell,23476,94698,24.79
sample00140,nk_cell,16992,94698,17.94
sample00140,monocyte,17628,94698,18.61
sample00141,b_cell,4896,103696,4.72
sample00141,cd8_t_cell,28642,103696,27.62
sample00141,cd4_t_cell,35662,103696,34.39
sample00141,nk_cell,13171,103696,12.7
sample00141,monocyte,21325,103696,20.56
sample00142,b_cell,10372,98991,10.48
sample00142,cd8_t_cell,26865,98991,27.14
sample00142,cd4_t_cell,32331,98991,32.66
sample00142,nk_cell,12124,98991,12.25
sample00142,monocyte,17299,98991,17.48
sample00143,b_cell,7954,95184,8.36
sample00143,cd8_t_cell,32400,95184,34.04
sample00143,cd4_t_cell,24873,95184,26.13
sample00143,nk_cell,19369,95184,20.35
sample00143,monocyte,10588,95184,11.12
sample00144,b_cell,7857,98439,7.98
sample00144,cd8_t_cell,37150,98439,37.74
sample00144,cd4_t_cell,27371,98439,27.81
sample00144,nk_cell,8182,98439,8.31
sample00144,monocyte,17879,98439,18.16
sample00145,b_cell,9816,96711,10.15
sample00145,cd8_t_cell,27212,96711,28.14
sample00145,cd4_t_cell,24589,96711,25.43
sample00145,nk_cell,18544,96711,19.17
sample00145,monocyte,16550,96711,17.11
sample00146,b_cell,1835,108534,1.69
sample00146,cd8_t_cell,32579,108534,30.02
sample00146,cd4_t_cell,40424,108534,37.25
sample00146,nk_cell,9906,108534,9.13
sample00146,monocyte,23790,108534,21.92
sample00147,b_cell,9384,107835,8.7
sample00147,cd8_t_cell,27312,107835,25.33
sample00147,cd4_t_cell,35855,107835,33.25
sample00147,nk_cell,12925,107835,11.99
sample00147,monocyte,22359,107835,20.73
sample00148,b_cell,12464,95497,13.05
sample00148,cd8_t_cell,24484,95497,25.64
sample00148,cd4_t_cell,27844,95497,29.16
sample00148,nk_cell,16625,95497,17.41
sample00148,monocyte,14080,95497,14.74
sample00149,b_cell,7999,106825,7.49
sample00149,cd8_t_cell,30839,106825,28.87
sample00149,cd4_t_cell,31822,106825,29.79
sample00149,nk_cell,18101,106825,16.94
sample00149,monocyte,18064,106825,16.91
sample00150,b_cell,6574,90252,7.28
sample00150,cd8_t_cell,23193,90252,25.7
sample00150,cd4_t_cell,30706,90252,34.02
sample00150,nk_cell,9234,90252,10.23
sample00150,monocyte,20545,90252,22.76
sample00151,b_cell,10045,94188,10.66
sample00151,cd8_t_cell,25079,94188,26.63
sample00151,cd4_t_cell,19743,94188,20.96
sample00151,nk_cell,21948,94188,23.3
sample00151,monocyte,17373,94188,18.45
sample00152,b_cell,10029,101748,9.86
sample00152,cd8_t_cell,23103,101748,22.71
sample00152,cd4_t_cell,34480,101748,33.89
sample00152,nk_cell,16235,101748,15.96
sample00152,monocyte,17901,101748,17.59
sample00153,b_cell,12772,105449,12.11
sample00153,cd8_t_cell,27496,105449,26.08
sample00153,cd4_t_cell,30009,105449,28.46
sample00153,nk_cell,18319,105449,17.37
sample00153,monocyte,16853,105449,15.98
sample00154,b_cell,4851,98244,4.94
sample00154,cd8_t_cell,29394,98244,29.92
sample00154,cd4_t_cell,29002,98244,29.52
sample00154,nk_cell,20254,98244,20.62
sample00154,monocyte,14743,98244,15.01
sample00155,b_cell,9098,98358,9.25
sample00155,cd8_t_cell,31146,98358,31.67
sample00155,cd4_t_cell,29519,98358,30.01
sample00155,nk_cell,15004,98358,15.25
sample00155,monocyte,13591,98358,13.82
sample00156,b_cell,12105,95669,12.65
sample00156,cd8_t_cell,22220,95669,23.23
sample00156,cd4_t_cell,25294,95669,26.44
sample00156,nk_cell,14077,95669,14.71
sample00156,monocyte,21973,95669,22.97
sample00157,b_cell,12798,107396,11.92
sample00157,cd8_t_cell,29712,107396,27.67
sample00157,cd4_t_cell,25824,107396,24.05
sample00157,nk_cell,15303,107396,14.25
sample00157,monocyte,23759,107396,22.12
sample00158,b_cell,9304,99524,9.35
sample00158,cd8_t_cell,28693,99524,28.83
sample00158,cd4_t_cell,30837,99524,30.98
sample00158,nk_cell,16219,99524,16.3
sample00158,monocyte,14471,99524,14.54
sample00159,b_cell,10899,108497,10.05
sample00159,cd8_t_cell,30942,108497,28.52
sample00159,cd4_t_cell,37159,108497,34.25
sample00159,nk_cell,11928,108497,10.99
sample00159,monocyte,17569,108497,16.19
sample00160,b_cell,4919,108795,4.52
sample00160,cd8_t_cell,30893,108795,28.4
sample00160,cd4_t_cell,37824,108795,34.77
sample00160,nk_cell,15030,108795,13.81
sample00160,monocyte,20129,108795,18.5
sample00161,b_cell,11706,108402,10.8
sample00161,cd8_t_cell,27113,108402,25.01
sample00161,cd4_t_cell,27508,108402,25.38
sample00161,nk_cell,23555,108402,21.73
sample00161,monocyte,18520,108402,17.08
sample00162,b_cell,12077,102499,11.78
sample00162,cd8_t_cell,25698,102499,25.07
sample00162,cd4_t_cell,34285,102499,33.45
sample00162,nk_cell,14585,102499,14.23
sample00162,monocyte,15854,102499,15.47
sample00163,b_cell,11351,104732,10.84
sample00163,cd8_t_cell,28692,104732,27.4
sample00163,cd4_t_cell,37866,104732,36.16
sample00163,nk_cell,8485,104732,8.1
sample00163,monocyte,18338,104732,17.51
sample00164,b_cell,11872,100756,11.78
sample00164,cd8_t_cell,26866,100756,26.66
sample00164,cd4_t_cell,29156,100756,28.94
sample00164,nk_cell,8636,100756,8.57
sample00164,monocyte,24226,100756,24.04
sample00165,b_cell,11804,111486,10.59
sample00165,cd8_t_cell,19245,111486,17.26
sample00165,cd4_t_cell,35119,111486,31.5
sample00165,nk_cell,23862,111486,21.4
sample00165,monocyte,21456,111486,19.25
sample00166,b_cell,9198,111770,8.23
sample00166,cd8_t_cell,21433,111770,19.18
sample00166,cd4_t_cell,33200,111770,29.7
sample00166,nk_cell,21756,111770,19.46
sample00166,monocyte,26183,111770,23.43
sample00167,b_cell,9538,108425,8.8
sample00167,cd8_t_cell,40134,108425,37.02
sample00167,cd4_t_cell,26658,108425,24.59
sample00167,nk_cell,12901,108425,11.9
sample00167,monocyte,19194,108425,17.7
sample00168,b_cell,8186,102412,7.99
sample00168,cd8_t_cell,32947,102412,32.17
sample00168,cd4_t_cell,30370,102412,29.65
sample00168,nk_cell,18642,102412,18.2
sample00168,monocyte,12267,102412,11.98
sample00169,b_cell,8106,93829,8.64
sample00169,cd8_t_cell,23215,93829,24.74
sample00169,cd4_t_cell,33236,93829,35.42
sample00169,nk_cell,14682,93829,15.65
sample00169,monocyte,14590,93829,15.55
sample00170,b_cell,7984,98457,8.11
sample00170,cd8_t_cell,25161,98457,25.56
sample00170,cd4_t_cell,26639,98457,27.06
sample00170,nk_cell,14178,98457,14.4
sample00170,monocyte,24495,98457,24.88
sample00171,b_cell,11525,92121,12.51
sample00171,cd8_t_cell,23390,92121,25.39
sample00171,cd4_t_cell,22299,92121,24.21
sample00171,nk_cell,14118,92121,15.33
sample00171,monocyte,20789,92121,22.57
sample00172,b_cell,11364,94096,12.08
sample00172,cd8_t_cell,23176,94096,24.63
sample00172,cd4_t_cell,28674,94096,30.47
sample00172,nk_cell,11737,94096,12.47
sample00172,monocyte,19145,94096,20.35
sample00173,b_cell,7082,96509,7.34
sample00173,cd8_t_cell,27520,96509,28.52
sample00173,cd4_t_cell,28266,96509,29.29
sample00173,nk_cell,9801,96509,10.16
sample00173,monocyte,23840,96509,24.7
sample00174,b_cell,7405,97817,7.57
sample00174,cd8_t_cell,22137,97817,22.63
sample00174,cd4_t_cell,32965,97817,33.7
sample00174,nk_cell,20805,97817,21.27
sample00174,monocyte,14505,97817,14.83
sample00175,b_cell,11412,107707,10.6
sample00175,cd8_t_cell,23005,107707,21.36
sample00175,cd4_t_cell,36667,107707,34.04
sample00175,nk_cell,13648,107707,12.67
sample00175,monocyte,22975,107707,21.33
sample00176,b_cell,7371,97220,7.58
sample00176,cd8_t_cell,18491,97220,19.02
sample00176,cd4_t_cell,31741,97220,32.65
sample00176,nk_cell,13042,97220,13.41
sample00176,monocyte,26575,97220,27.33
sample00177,b_cell,10580,102788,10.29
sample00177,cd8_t_cell,30273,102788,29.45
sample00177,cd4_t_cell,25468,102788,24.78
sample00177,nk_cell,18621,102788,18.12
sample00177,monocyte,17846,102788,17.36
sample00178,b_cell,11377,109003,10.44
sample00178,cd8_t_cell,18189,109003,16.69
sample00178,cd4_t_cell,35564,109003,32.63
sample00178,nk_cell,22592,109003,20.73
sample00178,monocyte,21281,109003,19.52
sample00179,b_cell,4366,95383,4.58
sample00179,cd8_t_cell,24940,95383,26.15
sample00179,cd4_t_cell,26451,95383,27.73
sample00179,nk_cell,15829,95383,16.6
sample00179,monocyte,23797,95383,24.95
sample00180,b_cell,10632,99526,10.68
sample00180,cd8_t_cell,24728,99526,24.85
sample00180,cd4_t_cell,34254,99526,34.42
sample00180,nk_cell,11859,99526,11.92
sample00180,monocyte,18053,99526,18.14
sample00181,b_cell,9617,106939,8.99
sample00181,cd8_t_cell,19948,106939,18.65
sample00181,cd4_t_cell,36652,106939,34.27
sample00181,nk_cell,20353,106939,19.03
sample00181,monocyte,20369,106939,19.05
sample00182,b_cell,7927,96513,8.21
sample00182,cd8_t_cell,14677,96513,15.21
sample00182,cd4_t_cell,43029,96513,44.58
sample00182,nk_cell,12671,96513,13.13
sample00182,monocyte,18209,96513,18.87
sample00183,b_cell,8354,90271,9.25
sample00183,cd8_t_cell,22921,90271,25.39
sample00183,cd4_t_cell,24907,90271,27.59
sample00183,nk_cell,18320,90271,20.29
sample00183,monocyte,15769,90271,17.47
sample00184,b_cell,13752,101853,13.5
sample00184,cd8_t_cell,27317,101853,26.82
sample00184,cd4_t_cell,29444,101853,28.91
sample00184,nk_cell,12478,101853,12.25
sample00184,monocyte,18862,101853,18.52
sample00185,b_cell,8199,90312,9.08
sample00185,cd8_t_cell,26342,90312,29.17
sample00185,cd4_t_cell,30630,90312,33.92
sample00185,nk_cell,11517,90312,12.75
sample00185,monocyte,13624,90312,15.09
sample00186,b_cell,12451,99781,12.48
sample00186,cd8_t_cell,32194,99781,32.26
sample00186,cd4_t_cell,21131,99781,21.18
sample00186,nk_cell,14883,99781,14.92
sample00186,monocyte,19122,99781,19.16
sample00187,b_cell,13389,97273,13.76
sample00187,cd8_t_cell,22858,97273,23.5
sample00187,cd4_t_cell,25999,97273,26.73
sample00187,nk_cell,12980,97273,13.34
sample00187,monocyte,22047,97273,22.67
sample00188,b_cell,10012,93651,10.69
sample00188,cd8_t_cell,20985,93651,22.41
sample00188,cd4_t_cell,30565,93651,32.64
sample00188,nk_cell,12910,93651,13.79
sample00188,monocyte,19179,93651,20.48
sample00189,b_cell,7128,92269,7.73
sample00189,cd8_t_cell,25593,92269,27.74
sample00189,cd4_t_cell,32117,92269,34.81
sample00189,nk_cell,9460,92269,10.25
sample00189,monocyte,17971,92269,19.48
sample00190,b_cell,5835,107702,5.42
sample00190,cd8_t_cell,30522,107702,28.34
sample00190,cd4_t_cell,30147,107702,27.99
sample00190,nk_cell,13942,107702,12.94
sample00190,monocyte,27256,107702,25.31
sample00191,b_cell,10650,97633,10.91
sample00191,cd8_t_cell,30449,97633,31.19
sample00191,cd4_t_cell,25785,97633,26.41
sample00191,nk_cell,12249,97633,12.55
sample00191,monocyte,18500,97633,18.95
sample00192,b_cell,9491,93422,10.16
sample00192,cd8_t_cell,22342,93422,23.92
sample00192,cd4_t_cell,29905,93422,32.01
sample00192,nk_cell,11715,93422,12.54
sample00192,monocyte,19969,93422,21.38
sample00193,b_cell,12614,104288,12.1
sample00193,cd8_t_cell,22778,104288,21.84
sample00193,cd4_t_cell,33863,104288,32.47
sample00193,nk_cell,17323,104288,16.61
sample00193,monocyte,17710,104288,16.98
sample00194,b_cell,8249,94766,8.7
sample00194,cd8_t_cell,21040,94766,22.2
sample00194,cd4_t_cell,32860,94766,34.67
sample00194,nk_cell,14690,94766,15.5
sample00194,monocyte,17927,94766,18.92
sample00195,b_cell,9581,110093,8.7
sample00195,cd8_t_cell,23430,110093,21.28
sample00195,cd4_t_cell,31555,110093,28.66
sample00195,nk_cell,17031,110093,15.47
sample00195,monocyte,28496,110093,25.88
sample00196,b_cell,5599,106348,5.26
sample00196,cd8_t_cell,22344,106348,21.01
sample00196,cd4_t_cell,35171,106348,33.07
sample00196,nk_cell,20760,106348,19.52
sample00196,monocyte,22474,106348,21.13
sample00197,b_cell,11837,105242,11.25
sample00197,cd8_t_cell,33379,105242,31.72
sample00197,cd4_t_cell,24501,105242,23.28
sample00197,nk_cell,12489,105242,11.87
sample00197,monocyte,23036,105242,21.89
sample00198,b_cell,11947,112100,10.66
sample00198,cd8_t_cell,26396,112100,23.55
sample00198,cd4_t_cell,25884,112100,23.09
sample00198,nk_cell,13726,112100,12.24
sample00198,monocyte,34147,112100,30.46
sample00199,b_cell,14721,98854,14.89
sample00199,cd8_t_cell,18028,98854,18.24
sample00199,cd4_t_cell,32669,98854,33.05
sample00199,nk_cell,11559,98854,11.69
sample00199,monocyte,21877,98854,22.13
sample00200,b_cell,10134,98997,10.24
sample00200,cd8_t_cell,25566,98997,25.83
sample00200,cd4_t_cell,32902,98997,33.24
sample00200,nk_cell,12088,98997,12.21
sample00200,monocyte,18307,98997,18.49
sample00201,b_cell,12506,107968,11.58
sample00201,cd8_t_cell,22619,107968,20.95
sample00201,cd4_t_cell,33632,107968,31.15
sample00201,nk_cell,16304,107968,15.1
sample00201,monocyte,22907,107968,21.22
sample00202,b_cell,12230,109619,11.16
sample00202,cd8_t_cell,26472,109619,24.15
sample00202,cd4_t_cell,29841,109619,27.22
sample00202,nk_cell,13111,109619,11.96
sample00202,monocyte,27965,109619,25.51
sample00203,b_cell,10259,89878,11.41
sample00203,cd8_t_cell,23424,89878,26.06
sample00203,cd4_t_cell,26495,89878,29.48
sample00203,nk_cell,8000,89878,8.9
sample00203,monocyte,21700,89878,24.14
sample00204,b_cell,13017,106620,12.21
sample00204,cd8_t_cell,27927,106620,26.19
sample00204,cd4_t_cell,29998,106620,28.14
sample00204,nk_cell,13536,106620,12.7
sample00204,monocyte,22142,106620,20.77
sample00205,b_cell,8077,101142,7.99
sample00205,cd8_t_cell,24825,101142,24.54
sample00205,cd4_t_cell,28201,101142,27.88
sample00205,nk_cell,16672,101142,16.48
sample00205,monocyte,23367,101142,23.1
sample00206,b_cell,10714,108697,9.86
sample00206,cd8_t_cell,30621,108697,28.17
sample00206,cd4_t_cell,35430,108697,32.6
sample00206,nk_cell,12768,108697,11.75
sample00206,monocyte,19164,108697,17.63
sample00207,b_cell,8515,104367,8.16
sample00207,cd8_t_cell,27761,104367,26.6
sample00207,cd4_t_cell,30668,104367,29.38
sample00207,nk_cell,13369,104367,12.81
sample00207,monocyte,24054,104367,23.05
sample00208,b_cell,11308,109160,10.36
sample00208,cd8_t_cell,24209,109160,22.18
sample00208,cd4_t_cell,39817,109160,36.48
sample00208,nk_cell,16495,109160,15.11
sample00208,monocyte,17331,109160,15.88
sample00209,b_cell,11804,105179,11.22
sample00209,cd8_t_cell,26281,105179,24.99
sample00209,cd4_t_cell,34985,105179,33.26
sample00209,nk_cell,13258,105179,12.61
sample00209,monocyte,18851,105179,17.92
sample00210,b_cell,6668,97792,6.82
sample00210,cd8_t_cell,26040,97792,26.63
sample00210,cd4_t_cell,25188,97792,25.76
sample00210,nk_cell,11444,97792,11.7
sample00210,monocyte,28452,97792,29.09
sample00211,b_cell,7965,94532,8.43
sample00211,cd8_t_cell,28417,94532,30.06
sample00211,cd4_t_cell,30544,94532,32.31
sample00211,nk_cell,10751,94532,11.37
sample00211,monocyte,16855,94532,17.83
sample00212,b_cell,18307,110959,16.5
sample00212,cd8_t_cell,22477,110959,20.26
sample00212,cd4_t_cell,31840,110959,28.7
sample00212,nk_cell,10511,110959,9.47
sample00212,monocyte,27824,110959,25.08
sample00213,b_cell,11597,98753,11.74
sample00213,cd8_t_cell,23412,98753,23.71
sample00213,cd4_t_cell,33550,98753,33.97
sample00213,nk_cell,15161,98753,15.35
sample00213,monocyte,15033,98753,15.22
sample00214,b_cell,13613,102152,13.33
sample00214,cd8_t_cell,26516,102152,25.96
sample00214,cd4_t_cell,23583,102152,23.09
sample00214,nk_cell,13450,102152,13.17
sample00214,monocyte,24990,102152,24.46
sample00215,b_cell,8136,90715,8.97
sample00215,cd8_t_cell,24167,90715,26.64
sample00215,cd4_t_cell,28823,90715,31.77
sample00215,nk_cell,10332,90715,11.39
sample00215,monocyte,19257,90715,21.23
sample00216,b_cell,8404,101474,8.28
sample00216,cd8_t_cell,20063,101474,19.77
sample00216,cd4_t_cell,35370,101474,34.86
sample00216,nk_cell,13890,101474,13.69
sample00216,monocyte,23747,101474,23.4
sample00217,b_cell,5644,95714,5.9
sample00217,cd8_t_cell,25388,95714,26.52
sample00217,cd4_t_cell,21619,95714,22.59
sample00217,nk_cell,12977,95714,13.56
sample00217,monocyte,30086,95714,31.43
sample00218,b_cell,20617,113235,18.21
sample00218,cd8_t_cell,26481,113235,23.39
sample00218,cd4_t_cell,37568,113235,33.18
sample00218,nk_cell,13072,113235,11.54
sample00218,monocyte,15497,113235,13.69
sample00219,b_cell,7959,105888,7.52
sample00219,cd8_t_cell,22105,105888,20.88
sample00219,cd4_t_cell,36310,105888,34.29
sample00219,nk_cell,22008,105888,20.78
sample00219,monocyte,17506,105888,16.53
sample00220,b_cell,8861,93958,9.43
sample00220,cd8_t_cell,22989,93958,24.47
sample00220,cd4_t_cell,38494,93958,40.97
sample00220,nk_cell,11848,93958,12.61
sample00220,monocyte,11766,93958,12.52
sample00221,b_cell,12912,104061,12.41
sample00221,cd8_t_cell,25250,104061,24.26
sample00221,cd4_t_cell,28115,104061,27.02
sample00221,nk_cell,20720,104061,19.91
sample00221,monocyte,17064,104061,16.4
sample00222,b_cell,6263,106140,5.9
sample00222,cd8_t_cell,18048,106140,17.0
sample00222,cd4_t_cell,33860,106140,31.9
sample00222,nk_cell,14507,106140,13.67
sample00222,monocyte,33462,106140,31.53
sample00223,b_cell,8529,91476,9.32
sample00223,cd8_t_cell,21128,91476,23.1
sample00223,cd4_t_cell,27067,91476,29.59
sample00223,nk_cell,14564,91476,15.92
sample00223,monocyte,20188,91476,22.07
sample00224,b_cell,11269,101328,11.12
sample00224,cd8_t_cell,24687,101328,24.36
sample00224,cd4_t_cell,35313,101328,34.85
sample00224,nk_cell,8794,101328,8.68
sample00224,monocyte,21265,101328,20.99
sample00225,b_cell,10705,111440,9.61
sample00225,cd8_t_cell,25171,111440,22.59
sample00225,cd4_t_cell,28808,111440,25.85
sample00225,nk_cell,22320,111440,20.03
sample00225,monocyte,24436,111440,21.93
sample00226,b_cell,13772,95701,14.39
sample00226,cd8_t_cell,25780,95701,26.94
sample00226,cd4_t_cell,28952,95701,30.25
sample00226,nk_cell,13883,95701,14.51
sample00226,monocyte,13314,95701,13.91
sample00227,b_cell,9484,106893,8.87
sample00227,cd8_t_cell,25560,106893,23.91
sample00227,cd4_t_cell,34416,106893,32.2
sample00227,nk_cell,18114,106893,16.95
sample00227,monocyte,19319,106893,18.07
sample00228,b_cell,8825,93013,9.49
